node,bidir_probs,deeprank_probs,ns_paths,min_depths,max_depths,in_degrees,pageranks,labels
Mission statement,0.730769230769,0.000783592268425,13,3,5,0.00260416666667,0.00075255839374,0
Google Daydream,0.365384615385,0.000783592268425,13,3,5,0.00260416666667,0.00075255839374,0
Client-side,0.620283018868,0.0118733146092,53,3,5,0.0104166666667,0.00192383103472,0
Google Translate,0.365384615385,0.000783592268425,13,3,5,0.00260416666667,0.00075255839374,0
Corporate spin-off,0.833333333333,0.00241057774998,15,3,5,0.00520833333333,0.000921019821308,0
Prototype-based programming,0.365384615385,0.00205491576537,39,3,5,0.00520833333333,0.000741942605524,0
Google Search,0.365384615385,0.000783592268425,13,3,5,0.00260416666667,0.00075255839374,0
American Broadcasting Company,0.55,0.014334045584,10,3,5,0.0234375,0.00314665746746,0
"Google Docs, Sheets and Slides",0.347222222222,0.00116502708922,18,3,5,0.00520833333333,0.00108865847903,0
Google Chrome,0.444117647059,0.00668906745105,85,3,5,0.0182291666667,0.00349124266017,0
Bob Wright,0.4,0.00172410359499,5,3,5,0.00260416666667,0.00082113238986,0
Open-source software,0.667582417582,0.0572385566318,91,2,5,0.0364583333333,0.00971766529779,0
Software widget,0.689655172414,0.0018211544219,29,3,5,0.00260416666667,0.000651846228834,0
Automation,0.769230769231,0.00379822163991,13,3,5,0.00520833333333,0.000746945523133,0
Ajax (programming),0.652777777778,0.0095133992729,36,3,5,0.0182291666667,0.00189729554316,0
AngularJS,0.0,0.0,0,0,0,0.0104166666667,0.00088484023137,0
Event-driven architecture,0.46875,0.00163704673928,16,3,5,0.00260416666667,0.000613981261508,0
Advanced Micro Devices,0.606060606061,0.00235416978822,33,3,5,0.0130208333333,0.00189359562107,0
Asynchronous module definition,1.0,0.00549450549451,1,3,3,0.00260416666667,0.000645805843496,0
Dynamic programming language,0.699519230769,0.00342615651493,52,3,5,0.0104166666667,0.00125838911715,0
JavaScript,0.568965517241,0.0716528379792,87,2,5,0.0598958333333,0.00353593457224,0
Intel,0.571428571429,0.0415482273015,21,2,5,0.046875,0.0112933078518,0
Runtime system,0.534090909091,0.0018612471153,22,3,5,0.00520833333333,0.000727268679578,0
Cisco Systems,0.5,0.00207357883067,21,3,5,0.00520833333333,0.000774009526628,0
Google Allo,0.365384615385,0.000783592268425,13,3,5,0.00260416666667,0.00075255839374,0
Question answering,0.5,0.00682692307692,7,3,5,0.0078125,0.00129621618438,0
Competition law,0.8,0.00172410359499,5,3,5,0.00260416666667,0.00082113238986,0
Yahoo!,0.46875,0.00163704673928,16,3,5,0.00520833333333,0.00073973867234,0
Use case,1.0,0.00167224080268,1,3,3,0.00260416666667,0.000601276589196,0
30 Rockefeller Plaza,0.596153846154,0.00262097718923,13,3,5,0.0078125,0.00125477615444,0
Owned-and-operated station,0.65,0.00383080765482,15,3,5,0.0078125,0.00129507577549,0
Douglas Crockford,0.375,0.00328682417192,8,3,5,0.00260416666667,0.000713601128608,0
Google Calendar,0.365384615385,0.000783592268425,13,3,5,0.00260416666667,0.00075255839374,0
IBM,0.648936170213,0.00680496374924,47,3,5,0.0182291666667,0.00221308179904,0
Windows Phone,0.533088235294,0.00364490203042,34,3,5,0.0104166666667,0.00118919529441,0
PayPal,0.5,0.00298246190764,22,3,5,0.0078125,0.000989349095474,0
Reference (computer science),0.53125,0.00329077387144,8,3,5,0.00520833333333,0.0010788492263,0
General Electric,0.647727272727,0.0052016839962,22,3,5,0.0130208333333,0.0026841821997,0
Object-oriented programming,0.615625,0.00693534631992,80,3,5,0.0208333333333,0.00233962760099,0
Model–view–controller,0.65625,0.041079285114,8,2,5,0.0104166666667,0.000822861748155,0
Telerik,1.0,0.00170243403939,3,3,5,0.00260416666667,0.000629062044302,0
Sandbox (computer security),0.875,0.00188850716801,4,3,5,0.00260416666667,0.000652570251214,0
Rockefeller Center,0.716666666667,0.00272069228895,15,3,5,0.0078125,0.00132850167343,0
Dell,0.8,0.00105408341194,5,3,5,0.00260416666667,0.000818714459882,0
RCA,0.714285714286,0.00220487282576,7,3,5,0.00520833333333,0.00104096606574,0
Sundar Pichai,0.3,0.000938990518788,20,3,5,0.00520833333333,0.000933900323968,0
Clearwire,0.416666666667,0.00165199992503,3,3,5,0.00260416666667,0.000685934582918,0
Static web page,0.404069767442,0.00837139890786,43,3,5,0.0078125,0.00202027809537,0
Big Three television networks,0.4875,0.00403657547983,20,3,5,0.0078125,0.0014495218075,0
Hyperlink,0.659226190476,0.0143157124596,168,3,5,0.0130208333333,0.0072286658368,1
LatencyTOP,0.4,0.00105408341194,5,3,5,0.00260416666667,0.000818714459882,0
Server-side,0.580555555556,0.00760504597694,45,3,5,0.0078125,0.00124735466438,0
Bracket,0.703125,0.00408544884397,32,3,5,0.00260416666667,0.00111021720469,0
Collaborative software development model,0.390625,0.00600906010522,16,3,5,0.00260416666667,0.0016054270763,0
Imperative programming,0.819230769231,0.0149332699125,130,3,5,0.0182291666667,0.00508560877409,1
Adobe Flash,0.55,0.00319484364258,20,3,5,0.0104166666667,0.000964222160635,0
Logo of NBC,0.4375,0.00214433151522,8,3,5,0.00520833333333,0.00103445677513,0
Walgreens,1.0,0.0384615384615,1,2,2,0.0104166666667,0.00151723690902,0
Web standards,0.875,0.00188850716801,4,3,5,0.00260416666667,0.000652570251214,0
Interpreted language,0.60447761194,0.00385028789656,67,3,5,0.0104166666667,0.00154121636301,0
Local telephone service,0.833333333333,0.00165199992503,3,3,5,0.00260416666667,0.000685934582918,0
Out of the box (feature),0.875,0.00409729401034,4,3,5,0.00260416666667,0.000642688866709,0
Dow Jones & Company,1.0,0.00384615384615,1,3,3,0.00260416666667,0.000676561834638,0
Mobile virtual network operator,0.583333333333,0.00310033811536,9,3,5,0.0104166666667,0.00219065855774,0
MIT License,0.65,0.00553025190073,5,3,5,0.0078125,0.00143049768001,0
Illinois,0.5,0.0164262820513,13,3,5,0.0130208333333,0.00419483797338,0
Google Keep,0.365384615385,0.000783592268425,13,3,5,0.00260416666667,0.00075255839374,0
Embedded system,0.727272727273,0.00478589386425,44,3,5,0.0234375,0.0206040283681,0
Ruby (programming language),0.673469387755,0.00622034697098,49,3,5,0.0104166666667,0.00154371212384,0
Media type,0.6875,0.00408281196453,16,3,5,0.00520833333333,0.000958971685186,0
Software framework,0.845238095238,0.0072629232443,21,3,5,0.015625,0.00128000190433,0
Rakuten,0.46875,0.00163704673928,16,3,5,0.00260416666667,0.000613981261508,0
Document-oriented database,0.571428571429,0.00524663327694,7,3,5,0.00260416666667,0.000847990822819,0
Semantics,0.821078431373,0.0266718460237,102,3,5,0.0130208333333,0.00663594541437,0
Virtual machine,0.780769230769,0.00602564657221,65,3,5,0.015625,0.00207833462226,0
Scripting language,0.641768292683,0.00584474023182,82,3,5,0.0104166666667,0.00199887300899,0
Nextel Communications,0.416666666667,0.00165199992503,3,3,5,0.00260416666667,0.000685934582918,0
Asynchronous I/O,0.617647058824,0.00571096679269,34,3,5,0.0078125,0.000916122799101,0
Multiple phone web-based application framework,1.0,0.00170243403939,3,3,5,0.00260416666667,0.000629062044302,0
JavaScript framework,0.46875,0.00163704673928,16,3,5,0.00260416666667,0.000613981261508,0
ZK (framework),1.0,0.00167224080268,1,3,3,0.00260416666667,0.000601276589196,0
Software bug,1.0,0.0100661057692,3,3,5,0.00260416666667,0.000922117379589,0
Motherboard,0.774038461538,0.0153108973551,52,3,5,0.015625,0.0254988707317,0
India,0.8125,0.00200529737589,24,3,5,0.00520833333333,0.00272125736037,0
Open standard,0.693965517241,0.00557313114409,58,3,5,0.0078125,0.00175238935817,0
Dynamic random-access memory,0.775,0.00382792579396,20,3,5,0.0078125,0.00420979576544,0
ABC World News Tonight,0.5,0.00320512820513,1,3,3,0.00260416666667,0.000706391388662,0
Computer industry,0.8,0.00105408341194,5,3,5,0.00260416666667,0.000818714459882,0
Real-time communication,0.46875,0.00163704673928,16,3,5,0.00260416666667,0.000613981261508,0
Value (computer science),0.773255813953,0.00572478866051,43,3,5,0.0130208333333,0.00191780814958,0
Monaca (mobile application development tool),0.5,0.00170243403939,3,3,5,0.00260416666667,0.000629062044302,0
Application software,0.725885826772,0.033972155779,254,3,5,0.0442708333333,0.00795423271189,1
Free and open-source software,0.518115942029,0.0177761536079,69,3,5,0.0260416666667,0.00287436224225,0
Image editing,0.730769230769,0.000783592268425,13,3,5,0.00260416666667,0.00075255839374,0
Operating system,0.75,0.023456807476,179,3,5,0.0598958333333,0.00762585774406,1
Conglomerate (company),0.619047619048,0.00541595341132,42,3,5,0.015625,0.00318665702417,0
JQuery,0.46875,0.00709469240938,4,3,5,0.00520833333333,0.00105103261504,0
Breakfast television,0.75,0.00400641025641,2,3,4,0.00520833333333,0.000856503213418,0
Fragment identifier,1.0,0.00295857988166,1,3,3,0.00260416666667,0.000612085060476,0
Microsoft Silverlight,0.785714285714,0.00393919199043,7,3,5,0.0104166666667,0.000802173699113,0
Gordon Moore,0.34375,0.0017258382643,8,3,5,0.00520833333333,0.00540920829608,0
Web server,0.735645933014,0.0217575170289,209,3,5,0.03125,0.00677021467023,1
Stephen Wolfram,0.354166666667,0.00735829959514,6,3,5,0.0078125,0.00159418615668,0
Equation,0.9375,0.004893337974,8,3,5,0.00520833333333,0.00155524045005,0
.NET Framework,0.857142857143,0.00246194499627,7,3,5,0.00520833333333,0.000844395189818,0
Wolfram Research,0.354166666667,0.00774291497976,6,3,5,0.0078125,0.00165209713857,0
Marcelo Claure,0.416666666667,0.00165199992503,3,3,5,0.00260416666667,0.000685934582918,0
High-level programming language,0.6953125,0.00636675972337,96,3,5,0.015625,0.00259165096212,0
MongoDB Inc.,0.285714285714,0.00524663327694,7,3,5,0.00260416666667,0.000847990822819,0
Variable (computer science),0.820175438596,0.042277390157,57,2,5,0.0208333333333,0.00504265059464,0
Array data type,0.689655172414,0.0018211544219,29,3,5,0.00260416666667,0.000651846228834,0
Groupon,0.46875,0.00163704673928,16,3,5,0.00260416666667,0.000613981261508,0
Parsing,0.615384615385,0.00921199835573,39,3,5,0.0130208333333,0.00273143892269,0
Virgin Mobile USA,0.416666666667,0.00165199992503,3,3,5,0.00520833333333,0.000826431556948,0
BlackBerry,1.0,0.00170243403939,3,3,5,0.00260416666667,0.000629062044302,0
Standard library,0.592391304348,0.00354195727769,46,3,5,0.00520833333333,0.00108680558211,0
ABC News,0.5625,0.0385116185897,2,2,5,0.015625,0.00188672498183,0
Copyright,0.669117647059,0.0136771846677,34,3,5,0.0078125,0.00273343912867,0
User experience,1.0,0.00295857988166,1,3,3,0.00260416666667,0.000612085060476,0
Stanford University,0.645833333333,0.00141579203535,24,3,5,0.0078125,0.00108840774199,0
Steve Burke (businessman),0.8,0.00172410359499,5,3,5,0.00260416666667,0.00082113238986,0
Code reuse,0.836206896552,0.00942023328971,29,3,5,0.0078125,0.00113856217809,0
User interface,0.651315789474,0.0155973998922,76,3,5,0.0208333333333,0.00621221778138,0
Microprocessor,0.576086956522,0.00425139236476,23,3,5,0.0104166666667,0.0187966592207,0
Holding company,0.75,0.00335129647558,13,3,5,0.0078125,0.00129507412861,0
Website,0.541666666667,0.0160009115688,108,3,5,0.0208333333333,0.00649201924836,1
Android (operating system),0.609281437126,0.0162602751628,167,3,5,0.0598958333333,0.00753746470921,1
Architectural pattern,0.75,0.00300409925696,6,3,5,0.0078125,0.0010325874271,0
Symbol,0.882352941176,0.0203703626362,17,3,5,0.00520833333333,0.00648247902112,0
Mozilla,1.0,0.00170243403939,3,3,5,0.00260416666667,0.000629062044302,0
Distributed development,0.46875,0.00163704673928,16,3,5,0.00260416666667,0.000613981261508,0
Google Wifi,0.365384615385,0.000783592268425,13,3,5,0.00260416666667,0.00075255839374,0
Chicago metropolitan area,0.464285714286,0.0108974358974,7,3,5,0.00520833333333,0.00273499722401,0
Formal grammar,0.5,0.0066267523547,9,3,5,0.00520833333333,0.00141067235631,0
Express.js,0.375,0.041958041958,2,2,3,0.00520833333333,0.000652059732406,0
Database,0.775280898876,0.0220865466513,89,3,5,0.0260416666667,0.00665027583563,0
Computer programming,0.8671875,0.0181225871046,128,3,5,0.0364583333333,0.00490419371627,1
Project Fi,0.365384615385,0.000783592268425,13,3,5,0.00260416666667,0.00075255839374,0
CenturyLink,0.75,0.00245328197631,4,3,5,0.00520833333333,0.000977463760225,0
Apache License,0.571428571429,0.00524663327694,7,3,5,0.00260416666667,0.000847990822819,0
Google Hangouts,0.365384615385,0.000783592268425,13,3,5,0.00260416666667,0.00075255839374,0
Sinatra (software),0.375,0.00381436745073,2,3,4,0.00260416666667,0.00062313164033,0
MongoDB,0.697916666667,0.0503630218916,24,2,5,0.015625,0.00291411677412,0
Threading Building Blocks,0.4,0.00105408341194,5,3,5,0.00260416666667,0.000818714459882,0
Millward Brown,0.8,0.00105408341194,5,3,5,0.00260416666667,0.000818714459882,0
Regular expression,0.689655172414,0.0018211544219,29,3,5,0.00260416666667,0.000651846228834,0
DigitalOcean,1.0,0.00549450549451,1,3,3,0.00260416666667,0.000645805843496,0
Voxer,0.46875,0.00163704673928,16,3,5,0.00260416666667,0.000613981261508,0
Run time (program lifecycle phase),0.826086956522,0.00901765308126,69,3,5,0.0182291666667,0.00285871158182,0
Separation of concerns,0.875,0.00237397889,4,3,5,0.00520833333333,0.00084498745788,0
V8 (JavaScript engine),0.234375,0.00163704673928,16,3,5,0.00260416666667,0.000613981261508,0
Chicago,0.611111111111,0.0170017535766,18,3,5,0.0182291666667,0.00470754475417,0
Philadelphia,0.75,0.0034631824174,15,3,5,0.0078125,0.00156941081435,0
Don't be evil,0.381578947368,0.000948441403525,19,3,5,0.00520833333333,0.00092393222767,0
This Week (ABC TV series),1.0,0.00320512820513,1,3,3,0.00260416666667,0.000706391388662,0
Just-in-time compilation,0.585714285714,0.00319062404486,70,3,5,0.0104166666667,0.00135754649867,0
Telecommunication,0.728260869565,0.0134026528215,23,3,5,0.0182291666667,0.0167307883443,0
Web framework,0.875,0.0500776007849,10,2,5,0.0182291666667,0.0010032607014,0
HTML attribute,0.598684210526,0.040716269492,19,2,5,0.0078125,0.00209064781057,0
Walmart,0.470588235294,0.00195755955979,17,3,5,0.00520833333333,0.000754478235538,0
"Abilene, Kansas",0.833333333333,0.00165199992503,3,3,5,0.00260416666667,0.000685934582918,0
Template processor,0.821428571429,0.00357402126389,7,3,5,0.00260416666667,0.000633658105063,0
Open collaboration,0.390625,0.00600906010522,16,3,5,0.00260416666667,0.0016054270763,0
Compiler,0.681081081081,0.0276584345511,185,3,5,0.046875,0.00874649865005,1
Cloud computing,0.732142857143,0.00688424353117,28,3,5,0.0130208333333,0.00166157209763,0
Journalism,1.0,0.00320512820513,1,3,3,0.00260416666667,0.000706391388662,0
Session (computer science),0.865384615385,0.00517089204661,13,3,5,0.00520833333333,0.00166717155611,0
Google,0.502777777778,0.0495655425352,90,2,5,0.1015625,0.0120576680832,0
Social networking service,0.747159090909,0.0076571797651,88,3,5,0.0182291666667,0.0046316114727,0
The Walt Disney Company,0.375,0.00489115918803,9,3,5,0.0078125,0.00132158221592,0
NASDAQ,0.71875,0.00780828528405,24,3,5,0.015625,0.00217724335446,0
Daniel Hesse,0.4375,0.00218618795921,4,3,5,0.00520833333333,0.000880287367789,0
Name binding,0.928571428571,0.00248949182016,7,3,5,0.00260416666667,0.000840653614426,0
Google Fiber,0.3,0.000927744454911,20,3,5,0.00520833333333,0.000933900323968,0
Web API,0.410714285714,0.00357402126389,7,3,5,0.00260416666667,0.000633658105063,0
Web development,0.769230769231,0.00578991472896,26,3,5,0.0130208333333,0.00111434109313,0
Source code,0.723988439306,0.032255908873,173,3,5,0.046875,0.00893813799452,1
10 Universal City Plaza,0.8,0.00172410359499,5,3,5,0.00260416666667,0.00082113238986,0
Kansas,0.9375,0.00558372164851,8,3,5,0.0104166666667,0.00249174359634,0
PowerTOP,0.4,0.00105408341194,5,3,5,0.00260416666667,0.000818714459882,0
Preprocessor,0.5,0.00774011628763,23,3,5,0.0078125,0.00170074954427,0
Multinational corporation,0.748,0.0139154102147,125,3,5,0.046875,0.00700594580828,1
Nightline,0.5,0.00320512820513,1,3,3,0.00260416666667,0.000706391388662,0
Open-source software development,0.390625,0.00600906010522,16,3,5,0.00260416666667,0.0016054270763,0
Self (programming language),0.567307692308,0.00205491576537,39,3,5,0.00520833333333,0.000741942605524,0
Apple Inc.,0.65988372093,0.0103485967107,129,3,5,0.0234375,0.00648676673735,1
In-band signaling,1.0,0.00480769230769,1,3,3,0.00260416666667,0.000636673131428,0
Throughput,0.46875,0.00163704673928,16,3,5,0.00260416666667,0.000613981261508,0
Language-independent specification,0.75,0.00328682417192,8,3,5,0.00260416666667,0.000713601128608,0
Software development process,0.65625,0.0229828387947,8,3,5,0.00520833333333,0.00909241082227,0
PHP,0.805555555556,0.00530533172078,36,3,5,0.0078125,0.00112875690904,0
Gmail,0.571428571429,0.00481702702803,35,3,5,0.0130208333333,0.00175422708822,0
Brightstar Corporation,0.75,0.00218618795921,4,3,5,0.00520833333333,0.000880287367789,0
Mergers and acquisitions,0.725,0.00321003704684,20,3,5,0.0078125,0.00112669447729,0
Formula,0.928571428571,0.00248949182016,7,3,5,0.00260416666667,0.000840653614426,0
Content Engineering,0.689655172414,0.0018211544219,29,3,5,0.00260416666667,0.000651846228834,0
Rich Internet application,0.6875,0.0406035358585,20,2,5,0.0182291666667,0.0019721142041,0
Embarq,0.416666666667,0.00165199992503,3,3,5,0.00260416666667,0.000685934582918,0
Graphics processing unit,0.596153846154,0.00159658134317,13,3,5,0.0078125,0.00122940803803,0
Geographic coordinate system,0.715909090909,0.00459411834144,22,3,5,0.0104166666667,0.0025852330681,0
Knockout (web framework),0.5,0.00167224080268,1,3,3,0.00260416666667,0.000601276589196,0
Google Duo,0.365384615385,0.000783592268425,13,3,5,0.00260416666667,0.00075255839374,0
Dynamic web page,0.48670212766,0.0134822360203,47,3,5,0.0182291666667,0.00269681883351,0
Portmanteau,0.742424242424,0.00216326806463,33,3,5,0.0078125,0.00131046228612,0
Identifier,0.865384615385,0.00477715269631,26,3,5,0.0130208333333,0.00172104440818,0
Google Home,0.365384615385,0.000783592268425,13,3,5,0.00260416666667,0.00075255839374,0
Windows Presentation Foundation,1.0,0.00167224080268,1,3,3,0.00260416666667,0.000601276589196,0
Standish Group,0.390625,0.00600906010522,16,3,5,0.00260416666667,0.0016054270763,0
Network interface controller,0.77,0.00334347038932,25,3,5,0.0078125,0.0125797641595,0
Google Photos,0.365384615385,0.000783592268425,13,3,5,0.00260416666667,0.00075255839374,0
Human-readable medium,0.6575,0.00721351069241,50,3,5,0.0078125,0.00206146681278,0
File format,0.803571428571,0.00609263678669,42,3,5,0.0104166666667,0.00166777359656,0
World Wide Web Consortium,0.681578947368,0.013126934728,95,3,5,0.0208333333333,0.00394140808776,0
Dominance (economics),0.8,0.00105408341194,5,3,5,0.00260416666667,0.000818714459882,0
IOS,0.589694656489,0.0095383081464,131,3,5,0.0442708333333,0.00541142304852,1
De facto,0.791666666667,0.00424028592585,6,3,5,0.00520833333333,0.000719081342224,0
Cross-platform,0.647435897436,0.00985086809716,39,3,5,0.015625,0.00163368578116,0
New York Stock Exchange,0.703703703704,0.0150226776084,27,3,5,0.015625,0.00413295336127,0
Single-page application,1.0,0.0384615384615,1,2,2,0.00260416666667,0.000601672239029,0
Open-source license,0.560606060606,0.0110087516736,66,3,5,0.0104166666667,0.00299453263187,0
JSON,0.572916666667,0.0469597774603,24,2,5,0.0208333333333,0.00231985489193,0
California,0.69,0.00908146618735,25,3,5,0.015625,0.0042281585613,0
Language construct,1.0,0.00480769230769,1,3,3,0.00260416666667,0.000636673131428,0
XML,0.621173469388,0.014535401168,98,3,5,0.03125,0.00421425849624,0
Alliance Boots,0.375,0.00560897435897,2,3,4,0.00520833333333,0.000891621423803,0
MEAN (software bundle),0.375,0.041958041958,2,2,3,0.00520833333333,0.000652059732406,0
Robert Noyce,0.4,0.00105408341194,5,3,5,0.00260416666667,0.000818714459882,0
Google Drive,0.45652173913,0.00144335436411,23,3,5,0.0078125,0.00118617537853,0
Interpreter (computing),0.657643312102,0.0150631366867,157,3,5,0.03125,0.005596531262,1
List of rich Internet application frameworks,0.55,0.00230656736868,5,3,5,0.00520833333333,0.000786248799499,0
Technology company,0.546052631579,0.00390120015361,57,3,5,0.015625,0.00243712793011,0
Plug-in (computing),0.805555555556,0.00544627754555,27,3,5,0.0130208333333,0.00170577299181,0
Adobe Systems,0.833333333333,0.0026315065682,18,3,5,0.0078125,0.000914979100044,0
Software,0.769886363636,0.0712072595262,352,3,5,0.0859375,0.0360364872534,1
Java (programming language),0.769911504425,0.0108441801243,113,3,5,0.0286458333333,0.00292573613288,1
Wolfram Mathematica,0.7125,0.00645175709698,20,3,5,0.0104166666667,0.00149816178804,0
Scheme (programming language),0.676923076923,0.00293290964041,65,3,5,0.0104166666667,0.00111857279078,0
Apache Cordova,0.791666666667,0.0394183115543,12,2,5,0.0130208333333,0.00152385618205,0
Computer hardware,0.7373046875,0.0633070364448,256,3,5,0.0494791666667,0.0435752941049,1
Markup language,0.564393939394,0.014421148855,132,3,5,0.0234375,0.00403979230217,1
X86,0.669117647059,0.00315967576807,34,3,5,0.0104166666667,0.00140617561805,0
Moore's law,0.410714285714,0.00492815898334,14,3,5,0.0078125,0.0162115407057,0
Inbox by Gmail,0.730769230769,0.000783592268425,13,3,5,0.00260416666667,0.00075255839374,0
Integrated circuit,0.726851851852,0.00533387652517,27,3,5,0.0182291666667,0.0154110710354,0
Programming language,0.786815068493,0.0370505807841,292,3,5,0.0703125,0.0106121358235,1
Video game development,0.689655172414,0.0018211544219,29,3,5,0.00260416666667,0.000651846228834,0
Event-driven programming,1.0,0.00188127090301,2,3,4,0.00520833333333,0.000665163535565,0
Iteration,0.928571428571,0.00248949182016,7,3,5,0.00260416666667,0.000840653614426,0
Computer network programming,0.689655172414,0.0018211544219,29,3,5,0.00260416666667,0.000651846228834,0
Structured document,0.3515625,0.00408544884397,32,3,5,0.00260416666667,0.00111021720469,0
HTML5,0.8,0.00908492977765,15,3,5,0.0182291666667,0.00135272904737,0
Agile software development,0.805555555556,0.0233814995427,18,3,5,0.015625,0.00967762490828,0
Mobile network operator,0.555555555556,0.00398164650524,9,3,5,0.0078125,0.0027080353393,0
NBC Tower,0.4,0.00172410359499,5,3,5,0.00260416666667,0.00082113238986,0
Syntax (programming languages),0.643258426966,0.0144296165219,89,3,5,0.0130208333333,0.00466068837324,0
Programmer,0.826704545455,0.00785286473566,88,3,5,0.0182291666667,0.00235318358834,0
Federal Aviation Administration,1.0,0.00384615384615,1,3,3,0.00260416666667,0.000676561834638,0
Model–view–viewmodel,1.0,0.0384615384615,1,2,2,0.00520833333333,0.000772037429348,0
Online advertising,0.730769230769,0.000783592268425,13,3,5,0.00260416666667,0.00075255839374,0
Internet,0.609775641026,0.0328356250821,156,3,5,0.046875,0.0125393938352,1
Object (computer science),0.685483870968,0.00548197866942,62,3,5,0.015625,0.00245594748813,0
NBCUniversal,0.596153846154,0.006414853137,26,3,5,0.0182291666667,0.00311321095022,0
Aliasing (computing),0.928571428571,0.00248949182016,7,3,5,0.00260416666667,0.000840653614426,0
Browser extension,0.691176470588,0.00208213644775,34,3,5,0.0078125,0.000815673100169,0
C Sharp (programming language),0.627192982456,0.00641297124398,57,3,5,0.0130208333333,0.00171599780572,0
YouTube,0.410714285714,0.00238615637099,14,3,5,0.00520833333333,0.00105278204325,0
Alphabet Inc.,0.2890625,0.00204525860446,32,3,5,0.015625,0.00213334975667,0
Comcast Technology Center,0.8,0.00172410359499,5,3,5,0.00260416666667,0.00082113238986,0
World Wide Web,0.567401960784,0.0440125384934,306,3,5,0.0494791666667,0.0213388894272,1
Application programming interface,0.725806451613,0.0150510266273,93,3,5,0.03125,0.00232266557839,0
Translator (computing),0.421052631579,0.00692727666219,19,3,5,0.00520833333333,0.00156609427134,0
Web browser,0.648777173913,0.0489386695104,368,3,5,0.0598958333333,0.0148197243482,1
Walgreens Boots Alliance,0.375,0.00721153846154,2,3,4,0.00520833333333,0.00111290475883,0
First-class function,0.689655172414,0.0018211544219,29,3,5,0.00260416666667,0.000651846228834,0
Web resource,0.5,0.00825647003849,70,3,5,0.0078125,0.00403893582151,0
Computing,0.827777777778,0.0211951630813,135,3,5,0.0338541666667,0.0084975712918,1
Business logic,1.0,0.00195094760312,2,3,4,0.00520833333333,0.000686459184355,0
Flash memory,0.863636363636,0.00189002515508,11,3,5,0.00520833333333,0.00201012923218,0
Attribute–value pair,0.375,0.00328682417192,8,3,5,0.00260416666667,0.000713601128608,0
Online game,0.875,0.00188850716801,4,3,5,0.00260416666667,0.000652570251214,0
Portable Document Format,0.712121212121,0.00252958659486,33,3,5,0.00520833333333,0.000911097428441,0
