node,bidir_probs,deeprank_probs,ns_paths,min_depths,max_depths,in_degrees,pageranks,labels
Middle kingdoms of India,1.0,1.16905723313e-05,4,4,5,0.000300571085062,7.99306836888e-05,0
Daily Grommet,0.625,7.74444853392e-05,4,4,5,0.000300571085062,5.84859873521e-05,0
Reference,0.833333333333,0.00055425531134,12,4,5,0.000901713255185,0.000328621414535,8
Midwestern United States,0.785714285714,0.000578480706045,42,4,5,0.00571085061617,0.000411561664955,9
Index (publishing),0.8125,0.00024333490886,12,4,5,0.000300571085062,8.86169933159e-05,8
List of sovereign states,1.0,0.000283128145572,7,4,5,0.00150285542531,0.000927011507762,0
Information processor,0.875,9.827891277e-05,16,4,5,0.000601142170123,0.000161475575763,8
Maurya Empire,0.607142857143,1.98230565403e-05,7,4,5,0.00120228434025,0.000171128633689,0
Yahoo! Japan,0.35,7.2448816468e-05,5,4,5,0.000601142170123,7.07915825995e-05,0
Note-taking,0.5,0.000121098919726,3,4,5,0.000300571085062,6.11890800462e-05,0
Economic growth,0.671875,0.000462994768683,16,4,5,0.00270513976555,0.000652990948366,8
COBOL,0.838235294118,0.000569964125973,34,4,5,0.00240456868049,0.000159475225289,5
United States Congress,0.803571428571,0.00025527845457,28,4,5,0.00541027953111,0.00217000559593,5
Asda,0.3,4.83281818649e-05,5,4,5,0.000300571085062,5.93997650519e-05,0
South Korea,0.642857142857,0.00167240429651,14,3,5,0.00961827472197,0.000956610012215,8
Edward Snowden,0.4,0.000150651535091,5,4,5,0.000601142170123,7.72610634123e-05,0
Community bank,0.8125,3.0081349758e-05,8,4,5,0.000300571085062,6.14299589407e-05,0
Robert Recorde,0.75,0.000116620158687,3,4,5,0.000601142170123,6.01982848812e-05,0
Virtual reality,0.591346153846,0.000208212280874,26,4,5,0.00270513976555,0.000276676896451,5
Free software,0.619565217391,0.00297059482209,69,4,5,0.00961827472197,0.000379251130038,2
"Stanford, California",0.375,2.97623502946e-05,7,4,5,0.000601142170123,6.88415814693e-05,0
OCaml,0.819444444444,9.03232831595e-05,18,4,5,0.00120228434025,6.77586500351e-05,8
IP address,0.513888888889,0.0014687877595,36,4,5,0.00270513976555,0.000366136500026,5
"Dickinson County, Kansas",0.5,0.000267094017094,1,4,4,0.000300571085062,6.53372724063e-05,0
Corruption in India,0.5,1.16905723313e-05,4,4,5,0.000300571085062,7.99306836888e-05,0
Swift (programming language),0.738636363636,0.000146896930227,22,4,5,0.00120228434025,0.00010718498367,8
Natural and legal rights,0.817073170732,0.000729130897172,41,4,5,0.00120228434025,0.0004983140281,9
Stripe (company),1.0,0.00549450549451,1,3,3,0.000300571085062,5.7734669477e-05,0
NOR gate,0.875,7.50931631645e-05,4,4,5,0.000601142170123,0.00013392231826,0
Television station,0.388888888889,0.000932298254759,27,4,5,0.0039074241058,0.00025283744464,5
UltraSPARC,0.5,6.8604750879e-05,2,4,5,0.000300571085062,5.4744098969e-05,0
Arizona,0.480769230769,7.63919299246e-05,13,4,5,0.00210399759543,0.000201054347342,8
X86 memory segmentation,0.390625,4.78254454723e-05,8,4,5,0.000300571085062,6.07066634625e-05,0
Anchor text,0.40625,0.00024333490886,12,4,5,0.000300571085062,8.86169933159e-05,8
"Skidmore, Owings & Merrill",0.75,0.000174638395792,2,4,4,0.000601142170123,5.90724810945e-05,0
Execution model,0.73,0.00136569337799,25,4,5,0.000901713255185,0.000211562720202,5
Client–server model,0.712121212121,0.00568329249501,132,4,5,0.00360685302074,0.00050257256413,4
Self-organization,0.5,0.000360991665339,4,4,5,0.000601142170123,9.31301996638e-05,0
AT&T,0.65,0.000556189331705,30,4,5,0.00330628193568,0.000249058604261,5
Windows Phone,0.567434210526,0.00246218738816,76,3,5,0.00510970844605,0.000275127775426,2
Front and back ends,0.653846153846,0.00191215115165,13,3,5,0.00120228434025,8.45347077684e-05,8
BlackBerry Passport,1.0,0.00011944577162,1,4,4,0.000300571085062,6.20931281518e-05,0
"Mountain View, California",0.385714285714,0.000946896349757,35,3,5,0.00420799519086,0.000209424143302,5
Armenian dram sign,0.944444444444,0.000117232610459,18,4,5,0.00480913736099,0.000102928695062,8
List of the most populous counties in the United States,0.6875,4.68029240416e-05,12,4,5,0.00150285542531,0.000188729250697,8
List of iOS devices,0.317708333333,0.000142169578397,24,4,5,0.000901713255185,0.000108548947591,5
Game engine,0.666666666667,0.000155726963686,9,4,5,0.000901713255185,0.000129694416046,0
Ohio,0.7,0.000103051932862,10,4,5,0.00180342651037,0.000133972020153,0
Wolfram Research,0.319444444444,0.00508278443668,9,3,5,0.00180342651037,0.000179295991821,0
Microsoft Visual Studio,0.638888888889,0.000324233079179,9,4,5,0.00210399759543,7.66395239403e-05,0
DirectX,0.875,9.15924202841e-05,4,4,5,0.000901713255185,7.35409492886e-05,0
United States Department of Commerce,0.75,0.000614064373322,6,4,5,0.00180342651037,0.00028958426914,0
BlackBerry Classic,1.0,0.00011944577162,1,4,4,0.000300571085062,6.20931281518e-05,0
Color television,0.5,0.000215260429696,11,4,5,0.00120228434025,0.000154438433196,8
Michael Arrington,0.5,0.000480769230769,1,4,4,0.000300571085062,5.97233931505e-05,0
Hypertext Transfer Protocol,0.724826388889,0.0054666413344,144,4,5,0.00691313495642,0.000472804753144,4
Google Daydream,0.365384615385,0.000741822859083,13,3,5,0.000601142170123,7.68778970362e-05,8
Function type,0.807692307692,8.34722764181e-05,13,4,5,0.000901713255185,7.11488427378e-05,8
Westward Expansion Trails,0.75,0.000136828435698,8,4,5,0.000901713255185,0.000113741960311,0
Application server,0.56,0.000864058064797,25,4,5,0.00120228434025,0.000179455225814,5
Corporate spin-off,0.677419354839,0.0022458864762,31,3,5,0.00300571085062,0.000208864740121,5
LaTeX,0.375,0.000373587317986,19,4,5,0.000601142170123,8.35691508151e-05,8
Real-time operating system,0.607142857143,0.000245163016156,14,4,5,0.00120228434025,0.000176631550896,8
Semaphore line,0.805555555556,0.000154227625445,9,4,5,0.000901713255185,0.000332080138185,0
BlackBerry Z10,1.0,0.00011944577162,1,4,4,0.000300571085062,6.20931281518e-05,0
Code name,0.661764705882,0.000267130543887,17,4,5,0.000901713255185,0.000112779677308,8
Limitations and exceptions to copyright,0.428571428571,0.000537517948803,7,4,5,0.000300571085062,0.000152304433636,0
Wire,0.833333333333,0.000230429040513,15,4,5,0.00210399759543,0.00202146977699,8
Motorola Mobility,0.529166666667,0.000143878214084,30,4,5,0.00180342651037,0.000292370234644,5
Cent (currency),0.934782608696,0.000173101671635,23,4,5,0.00541027953111,0.000665669404868,5
Leonard Goldenson,0.2875,0.000177242290338,10,4,5,0.000601142170123,7.17122348502e-05,0
IPod Touch,0.375,0.000166458531856,27,4,5,0.00210399759543,0.000152066233521,5
Telemundo,0.355769230769,0.000146268892052,13,4,5,0.00150285542531,7.60209756674e-05,8
Google Chrome,0.50496031746,0.00244657881392,126,3,5,0.00601142170123,0.000307764411016,4
Argentine austral,0.944444444444,0.000117232610459,18,4,5,0.00480913736099,0.000102928695062,8
Program counter,0.625,0.000288932855822,6,4,5,0.000901713255185,8.50345001564e-05,0
Candidate of Philosophy,0.4375,1.70836946199e-05,4,4,5,0.000300571085062,5.56864947159e-05,0
Media service provider,0.666666666667,0.000116999480978,6,4,5,0.000300571085062,6.79352214445e-05,0
Goodput,0.3125,0.000140808155162,4,4,5,0.000300571085062,6.0920155085e-05,0
Turing Award,0.461538461538,0.000120395206815,13,4,5,0.000601142170123,0.000117442433005,8
Open-source software,0.669921875,0.0449082874933,128,2,5,0.0117222723174,0.000702421133003,4
Semiconductor industry,0.431818181818,0.000205258511408,11,4,5,0.00120228434025,9.52490209714e-05,8
House music,0.409090909091,0.000232615992693,11,4,5,0.000901713255185,0.000102400894331,8
Implicit function,1.0,0.000113818473193,2,4,5,0.000300571085062,5.75121667089e-05,0
Adobe Creative Suite,0.375,9.56898110788e-05,6,4,5,0.000901713255185,8.37142517039e-05,0
LTE Advanced,0.666666666667,0.000224392079464,9,4,5,0.00120228434025,0.000221599123775,0
Market share of personal computer vendors,0.766666666667,0.000106367529474,15,4,5,0.00150285542531,0.000101977384287,8
Hope (programming language),0.421875,5.01115427837e-05,16,4,5,0.000601142170123,7.10121498406e-05,8
Yahoo! Finance,0.3125,7.04040775811e-05,4,4,5,0.000300571085062,6.64511059258e-05,0
Banten,0.375,0.000100334448161,2,4,5,0.000601142170123,8.22124153728e-05,0
Game artist,0.431818181818,0.000112813772656,11,4,5,0.000601142170123,6.92170608255e-05,8
Event-driven architecture,0.595238095238,0.00179316818092,21,3,5,0.000901713255185,0.000131209913679,8
Research and development,0.7,0.000450277492656,30,4,5,0.00450856627592,0.000360747452764,5
Gameplay,1.0,0.000166720534368,3,4,5,0.000601142170123,8.68999746964e-05,0
IBM Personal Computer,0.58984375,0.000197058745072,32,4,5,0.00300571085062,0.000221710409992,5
Scalable Vector Graphics,0.628048780488,0.00104463253535,41,4,5,0.00240456868049,0.000112024125881,9
Dynamic programming language,0.726449275362,0.00234998280842,69,3,5,0.00330628193568,0.000159296701241,2
Privately held company,0.782608695652,0.00109491351832,23,4,5,0.00210399759543,0.000761698079401,5
Empire State Building,0.444444444444,0.000203319862088,9,4,5,0.00120228434025,0.00018735825672,0
Game testing,0.431818181818,0.000106224282102,11,4,5,0.000601142170123,6.93500977345e-05,8
Consistency (database systems),0.75,0.000318769549539,6,4,5,0.000601142170123,0.000105290994539,0
Post-nominal letters,0.8,2.08323825791e-05,5,4,5,0.000601142170123,6.75177698809e-05,0
Strong and weak typing,0.775,0.000297953576009,10,4,5,0.00150285542531,9.05265407834e-05,0
Society for Artistic Research (SAR),0.875,1.70836946199e-05,4,4,5,0.000300571085062,5.56864947159e-05,0
Consolidated city-county,0.765625,0.000199033029627,16,4,5,0.00210399759543,0.000425324533115,8
Hash table,0.698529411765,0.000149730759471,17,4,5,0.00120228434025,9.99631498965e-05,8
Normal form (abstract rewriting),0.833333333333,0.000236685345829,6,4,5,0.000300571085062,8.06276205633e-05,0
Question answering,0.5,0.00465303926842,7,3,5,0.000901713255185,8.04117995513e-05,0
Competition law,0.791666666667,0.00175921279986,12,3,5,0.00210399759543,0.000222909022987,8
Computer file,0.705696202532,0.00193643695846,79,4,5,0.00661256387136,0.000680347311421,2
First-class citizen,0.838235294118,0.000405905350339,34,4,5,0.00120228434025,0.00013794644845,5
Google Flu Trends,0.5,2.42197839452e-05,3,4,5,0.000300571085062,5.61642711902e-05,0
Lenovo smartphones,0.40625,4.1453048887e-05,8,4,5,0.000601142170123,8.45606797598e-05,0
Social network,0.732142857143,0.000336754863258,28,4,5,0.00210399759543,0.000253613017091,5
Cinema of the United States,0.6,0.00016461913291,5,4,5,0.000901713255185,9.26461530868e-05,0
Demographics of India,0.5,1.16905723313e-05,4,4,5,0.000300571085062,7.99306836888e-05,0
Windows Server 2003,0.75,9.00499103515e-05,4,4,5,0.000901713255185,6.989775503e-05,0
Windows Server 2008,0.833333333333,8.75812391494e-05,3,4,5,0.000901713255185,7.1063478463e-05,0
Merb,0.375,0.000181636545273,2,4,5,0.000300571085062,5.38535152369e-05,0
Search algorithm,0.7,0.00014640861282,15,4,5,0.000601142170123,7.06067689396e-05,8
Government of the United Kingdom,0.683333333333,0.000873536807607,15,4,5,0.00150285542531,0.000307760911508,8
"Stamford, Connecticut",0.5,0.000435494274057,7,4,5,0.00150285542531,0.000180343885998,0
United Technologies,0.8125,3.0081349758e-05,8,4,5,0.000300571085062,6.14299589407e-05,0
Neural machine translation,0.40625,0.000151996490669,4,4,5,0.000601142170123,0.000158010037434,0
Altitude,0.857142857143,0.000215830347052,7,4,5,0.000901713255185,0.000489824263967,0
JavaScript,0.603053435115,0.0682836099736,131,2,5,0.0165314096784,0.000466202588424,4
Sun Microsystems,0.599056603774,0.00114246656031,53,4,5,0.00571085061617,0.000285791682929,9
Compact Cassette,0.764705882353,3.75961709889e-05,17,4,5,0.000300571085062,9.14381115666e-05,8
Reality,0.916666666667,0.000109907107047,12,4,5,0.000601142170123,9.63499280426e-05,8
Ecma International,0.625,0.000577958429077,22,4,5,0.00150285542531,0.000108797128493,8
Jens Eilstrup Rasmussen,0.25,3.15910225372e-05,3,4,5,0.000300571085062,6.18800568795e-05,0
Documentary film,0.625,0.000156922596854,8,4,5,0.00150285542531,0.000213412830925,0
General Electric,0.625,0.00229386051408,30,3,5,0.00571085061617,0.000363708871359,5
List of countries by number of military and paramilitary personnel,0.888888888889,1.99590929722e-05,9,4,5,0.00120228434025,0.000205241880538,0
Read-only memory,0.7,0.000209530734462,40,4,5,0.00270513976555,0.000345158935001,9
Sign,0.892857142857,0.000521774859401,14,4,5,0.000601142170123,0.000701214321864,8
Visual programming language,0.833333333333,0.00027162573264,18,4,5,0.000300571085062,9.5250325219e-05,8
Model–view–controller,0.625,0.0406744268144,12,2,5,0.00210399759543,9.56017250486e-05,8
"Java Platform, Micro Edition",0.6875,0.000101482806048,8,4,5,0.000901713255185,6.85596269086e-05,0
Mondelez International,0.25,0.000360576923077,2,4,5,0.000300571085062,6.56675305312e-05,0
Smartphone,0.670138888889,0.00386656948719,396,4,5,0.0237451157199,0.00286182044887,3
Northwestern University,0.357142857143,0.000195129113101,7,4,5,0.000300571085062,8.61228016972e-05,0
List of countries with universal health care,1.0,1.8210955711e-05,1,4,4,0.000300571085062,6.04513603048e-05,0
Web directory,0.514705882353,0.000654873815106,17,4,5,0.000901713255185,0.000125750029436,8
Universal Studios Singapore,0.694444444444,9.05792488114e-05,9,4,5,0.000300571085062,6.03874737349e-05,0
Time Person of the Year,0.5,0.000114341251465,2,4,5,0.000300571085062,5.70884021764e-05,0
Dell,0.625,0.00113413583838,20,3,5,0.00330628193568,0.00017795940173,8
RCA,0.638888888889,0.00173840743735,9,3,5,0.00180342651037,0.000133394508522,0
Founding Fathers of the United States,0.875,4.40224709231e-05,4,4,5,0.000601142170123,7.21622484198e-05,0
Linked list,0.691666666667,0.00144731727264,30,4,5,0.00240456868049,0.000158098776004,5
Curriculum vitae,0.482142857143,6.69066921168e-05,14,4,5,0.00120228434025,0.000119270142466,8
Atom,0.75,0.000272638836784,11,4,5,0.00240456868049,0.00150044217555,8
Governor of California,0.857142857143,4.32375319886e-05,7,4,5,0.000901713255185,7.96386462561e-05,0
Subroutine,0.744680851064,0.00414881910604,188,4,5,0.0132251277427,0.00124975901768,1
Document Object Model,0.733695652174,0.00783495224698,46,4,5,0.00210399759543,0.000138786289377,9
Electronic document,0.758620689655,0.000986698652793,29,4,5,0.00150285542531,0.000167791073272,5
Loader (computing),0.789473684211,0.000561958226648,19,4,5,0.00150285542531,0.000156218124168,8
AOL Mail,0.291666666667,0.000279303298477,12,4,5,0.000300571085062,8.21394005734e-05,8
Scaleform Corporation,0.7,5.38321916115e-05,5,4,5,0.000300571085062,5.46366466005e-05,0
Intel 80186,0.75,5.12497277428e-05,9,4,5,0.000601142170123,6.93523076843e-05,0
Architectural pattern,0.75,0.00202207905817,6,3,5,0.000901713255185,6.9683670177e-05,0
Universal Product Code,0.815789473684,0.000341491706303,19,4,5,0.00120228434025,0.000195220244081,8
List of tallest buildings in Chicago,1.0,0.000178062678063,1,4,4,0.000300571085062,5.96278183552e-05,0
Samuel Morse,0.857142857143,0.000129099701468,7,4,5,0.000300571085062,0.000126486350846,0
Letter (message),0.8125,0.00024333490886,12,4,5,0.000300571085062,8.86169933159e-05,8
Application framework,0.875,0.000680066599397,20,4,5,0.00120228434025,8.52702881225e-05,8
Ease of doing business index,0.833333333333,2.02656049958e-05,3,4,5,0.000901713255185,0.00011908557344,0
Sphere,0.9,0.000214396437037,5,4,5,0.00150285542531,0.000523061761414,0
Web content,0.560416666667,0.00152064662293,60,4,5,0.00150285542531,0.000252335785809,9
Broadcast delay,0.5,0.000200891226532,2,4,5,0.000601142170123,0.000156931002587,0
Dow Jones & Company,0.555555555556,0.00393140868065,9,3,5,0.00150285542531,0.000154658672734,0
Manitoba,0.611111111111,0.000110121292107,9,4,5,0.00210399759543,0.000193182441425,0
List of countries by research and development spending,1.0,1.8210955711e-05,1,4,4,0.000300571085062,6.04513603048e-05,0
Digital art,0.7,5.38321916115e-05,5,4,5,0.000300571085062,5.46366466005e-05,0
Bandwidth (computing),0.758064516129,0.000805952773956,31,4,5,0.00300571085062,0.000277637787614,5
Developed country,0.521428571429,0.000749869694945,70,4,5,0.00661256387136,0.00205004700731,2
Social relation,0.904761904762,0.000459712885128,21,4,5,0.00180342651037,0.00209696765043,8
Brazil,0.619047619048,0.000437648399829,21,4,5,0.00480913736099,0.000707061049795,8
Columbia Business School,1.0,0.000271779877043,2,4,5,0.000601142170123,7.88032113398e-05,0
Natural philosophy,0.833333333333,3.11105932411e-05,9,4,5,0.00180342651037,0.00104208484873,0
Immutable object,0.434210526316,5.57148713761e-05,19,4,5,0.00120228434025,7.9436814883e-05,8
Alphabet,0.785714285714,0.000724724082651,7,4,5,0.00120228434025,0.000505950288572,0
Software standard,1.0,9.91616291711e-05,3,4,5,0.000601142170123,8.17367199384e-05,0
Microsoft Edge,0.457207207207,0.00134420357853,111,4,5,0.00240456868049,0.000199289287242,4
Parliamentary system,0.614583333333,0.000214379826183,24,4,5,0.00330628193568,0.000428939816489,5
Logistic function,0.4375,5.85251585317e-05,4,4,5,0.000300571085062,5.97144554075e-05,0
NASDAQ-100,0.75,0.000112843552724,8,4,5,0.000901713255185,7.22455239489e-05,0
Egalitarianism,0.5,0.000250740074825,4,4,5,0.000901713255185,0.000230334856865,0
Group of Seven,0.583333333333,0.000128207068594,15,4,5,0.00210399759543,0.000365532226455,8
Pixel,0.5625,0.00018983456743,12,4,5,0.00180342651037,0.000187906063195,8
Startup company,0.715909090909,0.000949331770158,22,4,5,0.00360685302074,0.000310826102428,8
File sharing,0.775,0.000196472401427,30,4,5,0.000901713255185,0.000173921372031,5
Plain text,0.765,0.00164089555022,100,4,5,0.00330628193568,0.00039953688086,4
Media type,0.652173913043,0.00368190385169,23,3,5,0.00180342651037,0.000147562329617,5
Diversification (marketing strategy),0.8125,3.0081349758e-05,8,4,5,0.000300571085062,6.14299589407e-05,0
Data dictionary,0.666666666667,0.000217275008942,6,4,5,0.000601142170123,6.91852481002e-05,0
Molecule,0.909090909091,0.000267270339823,11,4,5,0.00240456868049,0.00153005159983,8
Teledyne Technologies,0.40625,3.0081349758e-05,8,4,5,0.000300571085062,6.14299589407e-05,0
"Redmond, Washington",0.415441176471,0.000222046902471,34,4,5,0.00120228434025,9.62480196538e-05,5
Charles Wheatstone,0.857142857143,0.000129099701468,7,4,5,0.000300571085062,0.000126486350846,0
Eval,0.71875,0.00025039894598,8,4,5,0.000601142170123,8.54871340698e-05,0
Java virtual machine,0.75,0.000848927248791,39,4,5,0.00541027953111,0.000248418768509,9
Fusion (TV channel),0.5,0.000213675213675,1,4,4,0.000300571085062,6.05784404989e-05,0
16-bit,0.676470588235,0.000152030442891,17,4,5,0.00240456868049,0.000145445780406,8
Spain,0.854166666667,0.000496864838007,12,4,5,0.00330628193568,0.000754703232332,8
British Columbia,0.673076923077,0.000200643906649,13,4,5,0.00330628193568,0.000303823135624,8
Judaism,1.0,1.77955784363e-05,5,4,5,0.000601142170123,0.000160580225172,0
Web mapping,0.428571428571,5.71951474075e-05,7,4,5,0.00120228434025,0.000101953694823,0
Videotelephony,0.5,0.000204843871415,7,4,5,0.000901713255185,0.000164964721067,0
Scheduling (computing),0.708333333333,0.00063790918508,48,4,5,0.00210399759543,0.000259089237442,9
Longitude,0.611111111111,0.000276669421269,9,4,5,0.00150285542531,0.000638406365697,0
Collective noun,0.852941176471,0.000763209907303,34,4,5,0.000300571085062,0.000161311865078,5
Confirm Project,0.5,0.000647122352285,3,4,5,0.000300571085062,6.46487878717e-05,0
Carnegie Classification of Institutions of Higher Education,0.714285714286,0.000195129113101,7,4,5,0.000300571085062,8.61228016972e-05,0
Asia,0.729166666667,0.000296390944895,24,4,5,0.00541027953111,0.00142697013033,5
Spandrel,0.5,4.10913872452e-05,1,4,4,0.000300571085062,5.39408969982e-05,0
Permissive software licence,0.577380952381,0.00149377395708,21,4,5,0.00210399759543,0.000135782501934,8
Software bug,0.782258064516,0.010622493953,31,3,5,0.00450856627592,0.000446891209415,5
American English,0.9,0.000931517329813,35,4,5,0.00360685302074,0.00161969090479,5
Free Software Foundation,0.475,0.00167300195833,35,4,5,0.00210399759543,0.000231475825753,5
Public offering,0.4375,0.000131630692657,12,4,5,0.000601142170123,0.000110666133363,8
Intercontinental Exchange,0.5,0.00029239629777,7,4,5,0.000601142170123,0.000113127416817,0
Ethernet,0.580357142857,0.000504264920529,28,4,5,0.00270513976555,0.000381196248828,5
Advertising agency,0.5,9.53395408597e-05,4,4,5,0.000601142170123,0.000106693428988,0
Motherboard,0.757575757576,0.00218064847408,66,3,5,0.00420799519086,0.000503987294726,2
Google Pixel,0.5,0.000175593433603,6,4,5,0.000601142170123,6.95651378726e-05,0
System call,0.461956521739,0.000579498203288,46,4,5,0.00150285542531,0.000149685907655,9
India,0.79375,0.0010270892079,40,3,5,0.0138262699128,0.00223841155707,9
Mull of Kintyre,1.0,0.000686813186813,2,4,5,0.000601142170123,0.000126699075399,0
Instruction set,0.616379310345,0.0101357395247,232,4,5,0.0120228434025,0.00207905823426,7
Open standard,0.716216216216,0.00386835893352,74,3,5,0.00240456868049,0.000168733428876,2
Mercator projection,0.5,3.15910225372e-05,3,4,5,0.000300571085062,6.18800568795e-05,0
Sound card,0.780487804878,0.000758723363368,41,4,5,0.00120228434025,0.000268930038166,9
Sam Walton,0.34375,7.13715872612e-05,8,4,5,0.00120228434025,9.56887392194e-05,0
Value (computer science),0.75,0.00322136973511,59,3,5,0.00480913736099,0.000413520515984,9
Green growth,1.0,2.73164335664e-05,2,4,5,0.000601142170123,8.61352226582e-05,0
Free and open-source software,0.566666666667,0.0151723222187,135,3,5,0.0114217012323,0.000508539395117,4
Culture of Chicago,0.357142857143,0.000195129113101,7,4,5,0.000300571085062,8.61228016972e-05,0
Windows Mobile,0.632352941176,0.000626129674422,51,4,5,0.00300571085062,0.000164681688447,9
"University of Maryland, College Park",0.428571428571,0.000120913013326,7,4,5,0.000601142170123,7.10306593435e-05,0
Medicine,0.804347826087,0.000350010908925,23,4,5,0.00330628193568,0.00148881674825,5
Heroku,0.416666666667,0.00022971346835,3,4,5,0.000601142170123,6.45406618836e-05,0
Connectionless communication,0.694444444444,0.000330074632357,9,4,5,0.00150285542531,0.000223637038636,0
Mashup (web application hybrid),0.714285714286,0.000320796632637,7,4,5,0.000901713255185,8.45011173568e-05,0
WSCR,0.5,5.13642340565e-05,2,4,5,0.000601142170123,6.54041018443e-05,0
Latitude,0.65,0.000296976998931,10,4,5,0.00180342651037,0.000728512990352,0
Purchasing power parity,0.865384615385,0.000154051615476,26,4,5,0.00480913736099,0.0015790015024,5
Conglomerate (company),0.638392857143,0.00135823303262,56,3,5,0.00571085061617,0.000431448891027,9
Microsoft Mobile,0.395,0.000195226994177,25,4,5,0.000601142170123,8.21223007631e-05,5
Microsoft Silverlight,0.75,0.00365383889826,14,3,5,0.00270513976555,8.70427205441e-05,8
List of tallest buildings in New York City,0.441176470588,0.000415006374205,17,4,5,0.00120228434025,0.000255813123976,8
News broadcasting,0.568181818182,0.00128364443802,11,4,5,0.00240456868049,0.000249290834671,8
Dataflow,0.833333333333,0.000155297519059,3,4,5,0.000300571085062,6.21698409826e-05,0
Order of magnitude,0.75,0.000311434727553,8,4,5,0.000300571085062,5.55264603069e-05,0
Sikhism,1.0,1.77955784363e-05,5,4,5,0.000601142170123,0.000160580225172,0
Internet forum,0.773333333333,0.00172577269365,75,4,5,0.00330628193568,0.000342549530189,2
List of tallest buildings in Pennsylvania,0.625,0.000181623931624,2,4,5,0.000601142170123,6.70773420066e-05,0
Static random-access memory,0.771739130435,0.00121722483765,23,3,5,0.00180342651037,0.000202170038753,5
Home automation,0.794117647059,0.000275338229432,17,4,5,0.00210399759543,0.000164768444477,8
Word,0.675925925926,0.00102392874273,27,4,5,0.00330628193568,0.00118445975395,5
Mediterranean climate,0.541666666667,5.2696752265e-05,12,4,5,0.00120228434025,0.000153366582762,8
Shares outstanding,0.833333333333,0.000471512441376,6,4,5,0.000901713255185,0.000182711956624,0
Energy (disambiguation),1.0,7.26593518356e-05,3,4,5,0.000300571085062,6.06114385441e-05,0
University,0.833333333333,0.000451653801304,24,4,5,0.00541027953111,0.000834768287192,5
Finitary relation,0.84375,7.46990456482e-05,16,4,5,0.000601142170123,6.98559458679e-05,8
Amazon Echo,0.5,0.000264401606595,5,4,5,0.000601142170123,8.67520228924e-05,0
.NET Framework,0.782608695652,0.00220610657233,23,3,5,0.00510970844605,0.000213255271975,5
California Gold Rush,0.470588235294,9.42001771231e-05,17,4,5,0.00210399759543,0.000210440776269,8
